haul_no,common_name,sci_name,species_group,maturity,area
36,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
36,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
36,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
36,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
36,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
36,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
36,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
36,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
36,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
36,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
36,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
36,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
36,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
36,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
36,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
36,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
36,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
36,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
36,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
36,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
36,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
36,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
36,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
37,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
37,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
37,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
37,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
37,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
37,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
37,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
37,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
37,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
37,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
37,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
37,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
37,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
37,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
37,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
37,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
37,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
37,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
37,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
37,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
37,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
37,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
37,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
37,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
37,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
37,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
37,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
37,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
37,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
37,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
37,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
37,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
37,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
37,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
37,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
37,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
37,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
37,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
37,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
37,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
37,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
37,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
37,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
38,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
38,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
38,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
38,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
38,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
38,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
38,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
38,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
38,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
38,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
38,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
38,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
38,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
38,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
38,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
38,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
38,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
38,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
38,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
38,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
38,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
38,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
38,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
38,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
38,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
38,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
38,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
38,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
38,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
38,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
38,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
38,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
38,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
38,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
38,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
38,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
38,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
38,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
38,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
38,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
38,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
38,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
38,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
39,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
39,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
39,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
39,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
39,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
39,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
39,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
39,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
39,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
39,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
39,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
39,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
39,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
39,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
39,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
39,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
39,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
39,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
39,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
39,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
39,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
39,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
39,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
39,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
39,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
39,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
39,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
39,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
39,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
39,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
39,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
39,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
39,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
39,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
39,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
39,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
39,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
39,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
39,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
39,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
39,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
39,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
39,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
40,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
40,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
40,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
40,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
40,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
40,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
40,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
40,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
40,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
40,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
40,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
40,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
40,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
40,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
40,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
40,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
40,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
40,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
40,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
40,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
40,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
40,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
40,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
40,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
40,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
40,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
40,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
40,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
40,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
40,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
40,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
40,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
40,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
40,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
40,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
40,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
40,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
40,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
40,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
40,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
40,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
40,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
40,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
41,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
41,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
41,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
41,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
41,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
41,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
41,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
41,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
41,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
41,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
41,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
41,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
41,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
41,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
41,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
41,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
41,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
41,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
41,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
41,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
41,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
41,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
41,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
41,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
41,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
41,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
41,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
41,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
41,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
41,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
41,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
41,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
41,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
41,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
41,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
41,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
41,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
41,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
41,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
41,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
41,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
41,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
41,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
42,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
42,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
42,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
42,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
42,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
42,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
42,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
42,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
42,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
42,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
42,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
42,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
42,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
42,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
42,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
42,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
42,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
42,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
42,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
42,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
42,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
42,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
42,PUGET SOUND ROCKFISH,Sebastes emphaeus,Rockfish,Y,Gulf of the Farallones
42,PYGMY ROCKFISH,Sebastes wilsoni,Rockfish,Y,Gulf of the Farallones
42,REDBANDED ROCKFISH,Sebastes babcocki,Rockfish,Y,Gulf of the Farallones
42,"ROCKFISH, OTHER",Sebastes spp.,Rockfish,Y,Gulf of the Farallones
42,"ROCKFISH, TOTAL YOY",Sebastes spp.,Rockfish,T,Gulf of the Farallones
42,ROSY ROCKFISH GROUP,Sebastomus spp.,Rockfish,Y,Gulf of the Farallones
42,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,A,Gulf of the Farallones
42,SHARPCHIN ROCKFISH,Sebastes zacentrus,Rockfish,Y,Gulf of the Farallones
42,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,A,Gulf of the Farallones
42,SHORTBELLY ROCKFISH,Sebastes jordani,Rockfish,Y,Gulf of the Farallones
42,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,A,Gulf of the Farallones
42,SPECKLED ROCKFISH,Sebastes ovalis,Rockfish,Y,Gulf of the Farallones
42,SPLITNOSE ROCKFISH,Sebastes diploproa,Rockfish,Y,Gulf of the Farallones
42,SQUARESPOT ROCKFISH,Sebastes hopkinsi,Rockfish,Y,Gulf of the Farallones
42,STRIPETAIL ROCKFISH,Sebastes saxicola,Rockfish,Y,Gulf of the Farallones
42,TREEFISH,Sebastes serriceps,Rockfish,Y,Gulf of the Farallones
42,VERMILION ROCKFISH,Sebastes miniatus,Rockfish,Y,Gulf of the Farallones
42,WIDOW ROCKFISH,Sebastes entomelas,Rockfish,Y,Gulf of the Farallones
42,YELLOWEYE ROCKFISH,Sebastes ruberrimus,Rockfish,Y,Gulf of the Farallones
42,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,A,Gulf of the Farallones
42,YELLOWTAIL ROCKFISH,Sebastes flavidus,Rockfish,Y,Gulf of the Farallones
43,AURORA ROCKFISH,Sebastes aurora,Rockfish,Y,Gulf of the Farallones
43,BANK ROCKFISH,Sebastes rufus,Rockfish,Y,Gulf of the Farallones
43,BLACK ROCKFISH,Sebastes melanops,Rockfish,Y,Gulf of the Farallones
43,BLACK-YELLOWTAIL ROCKFISH GROUP,Sebastes spp. mel-flav complex,Rockfish,Y,Gulf of the Farallones
43,BLACKGILL ROCKFISH,Sebastes melanostomus,Rockfish,Y,Gulf of the Farallones
43,BLUE ROCKFISH,Sebastes mystinus,Rockfish,Y,Gulf of the Farallones
43,BOCACCIO,Sebastes paucispinis,Rockfish,Y,Gulf of the Farallones
43,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,A,Gulf of the Farallones
43,BROWN ROCKFISH,Sebastes auriculatus,Rockfish,Y,Gulf of the Farallones
43,CALICO ROCKFISH,Sebastes dallii,Rockfish,Y,Gulf of the Farallones
43,CANARY ROCKFISH,Sebastes pinniger,Rockfish,Y,Gulf of the Farallones
43,CHILIPEPPER,Sebastes goodei,Rockfish,A,Gulf of the Farallones
43,CHILIPEPPER,Sebastes goodei,Rockfish,Y,Gulf of the Farallones
43,COPPER ROCKFISH GROUP,Pteropodus spp.,Rockfish,Y,Gulf of the Farallones
43,COWCOD,Sebastes levis,Rockfish,Y,Gulf of the Farallones
43,DARKBLOTCHED ROCKFISH,Sebastes crameri,Rockfish,Y,Gulf of the Farallones
43,GRASS ROCKFISH,Sebastes rastrelliger,Rockfish,Y,Gulf of the Farallones
43,GREENTSTRIPED ROCKFISH,Sebastes elongatus,Rockfish,Y,Gulf of the Farallones
43,HALFBANDED ROCKFISH,Sebastes semicinctus,Rockfish,Y,Gulf of the Farallones
43,MEXICAN ROCKFISH,Sebastes macdonaldi,Rockfish,Y,Gulf of the Farallones
43,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,A,Gulf of the Farallones
43,OLIVE ROCKFISH,Sebastes serranoides,Rockfish,Y,Gulf of the Farallones
